timestamp,city,video_index,car,bus,truck,total
1760193228,Tokyo,0,3,0,0,4
1760193228,Roswell,3,8,0,0,8
1760193235,Colorado,1,0,0,0,2
1760193241,New York,2,1,1,0,2
1760193242,Tokyo,0,7,0,0,7
1760193243,Tokyo,0,16,0,0,16
1760193243,Roswell,3,8,0,1,9
1760193247,Colorado,1,0,0,0,0
1760193252,Colorado,1,0,0,0,1
1760193255,Tokyo,0,17,0,0,17
1760193262,New York,2,0,0,0,0
1760193274,Tokyo,0,12,0,0,12
1760193274,Tokyo,0,10,0,0,10
1760193283,Colorado,1,0,2,1,3
1760193285,Roswell,3,8,0,2,10
1760193297,New York,2,1,1,1,3
1760193299,Colorado,1,0,0,0,1
1760193306,New York,2,2,2,1,5
1760193308,Roswell,3,12,0,3,15
1760193316,Tokyo,0,4,0,0,4
1760193320,Tokyo,0,11,0,0,11
1760193323,Roswell,3,7,0,2,9
1760193323,Colorado,1,11,0,1,12
1760193327,Colorado,1,6,1,1,8
1760193329,New York,2,5,2,1,8
1760193337,New York,2,5,2,0,7
1760193341,Roswell,3,10,0,1,11
1760193345,Tokyo,0,3,0,1,4
1760193350,Tokyo,0,4,1,1,6
1760193352,Roswell,3,13,0,0,13
1760193353,Colorado,1,1,0,0,1
1760193362,Colorado,1,1,2,0,3
1760193365,New York,2,6,0,0,6
1760193372,New York,2,2,1,0,3
1760193374,Roswell,3,12,0,0,12
1760193374,Tokyo,0,10,0,1,11
1760193375,Tokyo,0,9,0,0,9
1760193375,Roswell,3,8,0,0,8
1760193376,Colorado,1,7,1,0,8
1760193376,Colorado,1,4,1,0,5
1760193376,New York,2,1,1,0,2
1760193383,New York,2,1,0,0,1
1760193386,Roswell,3,8,0,1,9
1760193387,Tokyo,0,7,0,0,7
1760193389,Tokyo,0,10,0,0,10
1760193392,Roswell,3,8,0,1,9
1760193392,Colorado,1,7,1,0,8
1760193393,Colorado,1,2,0,1,3
1760193393,New York,2,2,0,0,2
1760193394,New York,2,2,0,0,2
1760193403,Roswell,3,8,0,1,9
1760193404,Tokyo,0,4,0,0,4
1760193404,Tokyo,0,6,0,0,6
1760193405,Roswell,3,8,0,1,10
1760193406,Colorado,1,3,1,0,4
1760193406,Colorado,1,4,1,0,4
1760193406,New York,2,2,0,0,2
1760193407,New York,2,1,0,0,1
1760193416,Tokyo,0,1,0,0,1
1760193416,Roswell,3,8,0,1,10
1760193420,Roswell,3,8,0,1,8
1760193420,Tokyo,0,3,0,0,3
1760193424,Colorado,1,1,1,0,2
1760193425,Colorado,1,2,2,0,4
1760193426,New York,2,3,0,0,4
1760193426,New York,2,1,0,0,2
1760193428,Roswell,3,8,0,1,9
1760193429,Tokyo,0,2,0,0,2
1760193430,Roswell,3,8,0,2,10
1760193435,Tokyo,0,5,0,0,5
1760193438,Colorado,1,2,1,0,4
1760193439,Colorado,1,2,1,0,4
1760193440,New York,2,2,1,0,3
1760193440,New York,2,1,0,0,2
1760193440,Roswell,3,4,1,2,7
1760193441,Tokyo,0,4,0,0,4
1760193443,Roswell,3,9,0,2,10
1760193451,Tokyo,0,7,0,0,7
1760193452,Colorado,1,1,0,0,2
1760193452,Colorado,1,2,0,0,3
1760193452,New York,2,1,0,0,2
1760193452,New York,2,0,0,0,0
1760193453,Roswell,3,8,0,2,10
1760193453,Tokyo,0,6,0,0,6
1760193454,Roswell,3,8,0,1,9
1760193462,Colorado,1,4,1,0,5
1760193468,New York,2,0,0,0,0
1760193468,New York,2,0,1,0,1
1760193469,Roswell,3,8,0,1,9
1760193469,Tokyo,0,6,0,0,6
1760193471,Tokyo,0,10,0,0,10
1760193471,Roswell,3,8,0,1,9
1760193471,Colorado,1,3,2,0,5
1760193480,Roswell,3,9,0,1,10
1760193490,Roswell,3,9,0,1,10
1760193490,Tokyo,0,12,0,0,12
1760193497,Colorado,1,4,1,0,5
1760193497,Colorado,1,2,1,0,4
1760193503,New York,2,3,1,0,4
1760193503,New York,2,1,1,0,2
1760193512,Tokyo,0,13,0,0,13
1760193515,Roswell,3,8,0,1,9
1760193521,Roswell,3,10,0,1,11
1760193524,Tokyo,0,11,0,0,11
1760193531,Colorado,1,1,0,0,1
1760193532,Colorado,1,1,0,0,1
1760193538,New York,2,2,3,0,5
1760193540,New York,2,4,1,0,5
1760193547,Tokyo,0,8,0,0,8
1760193553,Roswell,3,7,0,2,9
1760193558,Roswell,3,7,0,2,9
1760193559,Tokyo,0,3,0,0,3
1760193564,Colorado,1,7,0,1,8
1760193570,Colorado,1,8,1,0,9
1760193577,New York,2,2,1,0,3
1760193585,New York,2,3,0,0,3
1760193590,Tokyo,0,5,0,0,5
1760193599,Roswell,3,9,0,1,10
1760193604,Roswell,3,10,0,1,11
1760193610,Tokyo,0,8,0,0,8
1760193614,Colorado,1,1,1,1,3
1760193616,Colorado,1,1,1,0,2
1760193616,New York,2,3,1,0,4
1760193617,New York,2,1,2,0,3
1760193617,Tokyo,0,14,0,1,15
1760193618,Roswell,3,9,0,2,11
1760193618,Roswell,3,7,0,2,9
1760193620,Tokyo,0,14,0,0,14
1760193642,Colorado,1,5,1,0,6
1760193645,New York,2,0,0,0,0
1760193645,Tokyo,0,16,0,0,16
1760193646,Tokyo,0,9,0,0,9
1760193647,Roswell,3,10,0,1,11
1760193648,Roswell,3,10,0,1,11
1760193649,Colorado,1,5,1,0,6
1760193650,New York,2,1,0,0,1
1760193671,New York,2,0,0,0,0
1760193672,Colorado,1,5,1,0,6
1760193674,New York,2,0,0,0,0
1760193675,Tokyo,0,8,0,1,9
1760193676,Tokyo,0,15,0,0,15
1760193676,Roswell,3,10,0,1,11
1760193678,Colorado,1,2,1,0,4
1760193678,Roswell,3,10,0,1,11
1760193699,New York,2,0,0,0,0
1760193700,Colorado,1,6,1,0,7
1760193700,Tokyo,0,15,0,0,15
1760193703,New York,2,0,1,0,1
1760193706,Tokyo,0,8,0,0,8
1760193706,Roswell,3,10,0,1,11
1760193710,New York,2,0,1,0,1
1760193711,Colorado,1,2,1,0,2
1760193711,Colorado,1,2,0,0,3
1760193711,Roswell,3,10,0,1,11
1760193712,Tokyo,0,5,0,0,5
1760193720,New York,2,0,1,0,1
1760193722,Roswell,3,10,0,1,12
1760193722,Tokyo,0,9,0,0,9
1760193725,Colorado,1,1,0,0,1
1760193731,Tokyo,0,8,0,0,8
1760193733,New York,2,1,0,0,2
1760193734,Colorado,1,0,1,0,1
1760193735,Colorado,1,2,1,0,3
1760193735,Tokyo,0,5,0,0,6
1760193736,Roswell,3,11,0,1,12
1760193736,New York,2,0,0,0,0
1760193741,Tokyo,0,8,0,0,8
1760193755,Colorado,1,0,0,0,0
1760193756,Tokyo,0,1,0,0,1
1760193756,Tokyo,0,4,0,0,5
1760193758,Colorado,1,1,0,0,1
1760193758,Roswell,3,8,0,2,10
1760193761,New York,2,2,0,0,2
1760193775,Tokyo,0,2,0,0,2
1760193778,Roswell,3,9,0,2,11
1760193782,New York,2,1,0,0,1
1760193786,Tokyo,0,2,0,0,2
1760193787,Colorado,1,1,0,0,2
1760193789,Colorado,1,3,1,0,4
1760193797,Tokyo,0,2,0,0,2
1760193799,Roswell,3,7,0,2,10
1760193808,New York,2,2,0,0,2
1760193816,Tokyo,0,2,0,0,2
1760193817,Colorado,1,2,0,1,2
1760193820,Colorado,1,2,1,0,3
1760193828,Tokyo,0,3,0,0,3
1760193831,Roswell,3,10,0,3,12
1760193841,New York,2,0,0,0,0
1760193853,Roswell,3,10,0,3,13
1760193853,New York,2,0,0,0,0
1760193859,Tokyo,0,3,0,0,3
1760194269,Tokyo,0,10,0,0,10
1760194274,Colorado,1,9,0,0,10
1760194279,Roswell,3,10,0,1,11
1760194281,New York,2,2,2,0,4
1760194282,Tokyo,0,6,0,0,6
1760194288,Colorado,1,1,1,0,2
1760194289,Roswell,3,10,0,2,12
1760194293,New York,2,1,2,0,3
1760194294,Tokyo,0,6,0,0,6
1760194301,Colorado,1,2,1,0,4
1760194302,Roswell,3,8,0,2,10
1760194307,New York,2,2,0,0,2
1760194308,Tokyo,0,6,0,0,6
1760194316,Colorado,1,2,1,0,3
1760194319,Roswell,3,7,0,1,9
1760194322,New York,2,2,1,0,2
1760194322,Tokyo,0,5,0,0,5
1760194324,Colorado,1,3,1,0,4
1760194325,Tokyo,0,7,0,0,8
1760194328,New York,2,1,1,0,2
1760194328,Colorado,1,6,1,0,7
1760194330,Roswell,3,11,0,1,12
1760194331,Roswell,3,11,0,1,12
1760194334,Tokyo,0,9,0,0,9
1760194335,New York,2,1,1,0,2
1760194337,Colorado,1,4,1,1,6
1760194339,Tokyo,0,1,2,0,3
1760194340,New York,2,1,1,0,2
1760194342,Colorado,1,4,2,1,7
1760194343,Roswell,3,12,0,1,13
1760194345,Roswell,3,10,0,1,11
1760194345,Tokyo,0,2,1,1,4
1760194347,Colorado,1,3,1,1,5
1760194348,New York,2,0,0,0,0
1760194351,Tokyo,0,5,0,0,5
1760194353,Colorado,1,5,1,0,6
1760194356,Roswell,3,8,0,1,9
1760194359,New York,2,0,0,0,0
1760194360,New York,2,0,0,0,0
1760194362,Roswell,3,7,0,2,8
1760194362,Tokyo,0,13,0,0,13
1760194366,Tokyo,0,12,0,0,12
1760194366,Colorado,1,5,1,0,6
1760194369,Colorado,1,4,1,0,5
1760194370,Roswell,3,6,0,1,7
1760194371,New York,2,1,0,0,1
1760194372,New York,2,1,0,0,1
1760194374,Roswell,3,12,0,2,14
1760194376,Tokyo,0,16,1,0,17
1760194379,Tokyo,0,17,0,1,18
1760194381,Colorado,1,12,0,0,12
1760194382,Colorado,1,7,1,0,8
1760194385,Roswell,3,7,0,2,9
1760194386,New York,2,2,1,0,3
1760194390,New York,2,0,0,0,0
1760194390,Roswell,3,10,0,1,11
1760194398,Tokyo,0,18,0,0,18
1760194399,Tokyo,0,16,0,0,16
1760194413,Colorado,1,11,0,0,11
1760194417,Colorado,1,14,0,0,14
1760194431,New York,2,2,0,0,2
1760194436,Roswell,3,8,0,3,11
1760194446,Roswell,3,8,0,3,11
1760194451,New York,2,2,0,0,2
1760194452,Tokyo,0,7,0,0,7
1760194456,Tokyo,0,3,0,0,3
1760194457,Colorado,1,8,2,1,11
1760194459,Colorado,1,7,2,2,11
1760194460,New York,2,1,0,0,1
1760194462,Roswell,3,8,0,1,9
1760194462,Roswell,3,9,0,1,10
1760194465,Tokyo,0,1,0,0,1
1760194465,New York,2,0,0,0,0
1760194467,Colorado,1,4,1,0,5
1760194469,Tokyo,0,1,0,0,1
1760194471,New York,2,0,2,1,3
1760194471,Colorado,1,3,1,0,4
1760194473,Roswell,3,10,0,1,11
1760194475,Roswell,3,7,0,2,9
1760194478,Tokyo,0,14,0,0,14
1760194479,New York,2,1,1,0,2
1760194480,Colorado,1,7,1,0,8
1760194481,Tokyo,0,15,0,0,15
1760194483,New York,2,1,1,0,2
1760194484,Colorado,1,8,0,0,8
1760194485,Roswell,3,7,0,2,9
1760194488,Roswell,3,7,0,2,9
1760194490,New York,2,1,0,0,1
1760194493,Tokyo,0,9,0,0,9
1760194496,Colorado,1,13,0,0,13
1760194497,Tokyo,0,10,0,0,10
1760194499,Roswell,3,10,0,2,12
1760194499,Colorado,1,12,0,0,12
1760194502,New York,2,0,0,0,0
1760194503,New York,2,0,0,0,0
1760194511,Roswell,3,10,0,1,10
1760194514,Tokyo,0,12,0,0,12
1760194529,Tokyo,0,12,0,0,12
1760194531,Colorado,1,16,1,0,17
1760194542,Colorado,1,14,1,0,15
1760194548,Roswell,3,9,0,2,11
1760194558,New York,2,0,1,0,1
1760194564,New York,2,0,0,0,0
1760194570,Roswell,3,10,0,3,13
1760194575,Tokyo,0,1,0,0,1
1760194575,Tokyo,0,2,0,0,2
1760194578,Colorado,1,6,1,0,7
1760194579,Colorado,1,4,0,0,4
1760194582,Roswell,3,7,0,2,9
1760194582,New York,2,4,0,0,4
1760194587,Roswell,3,9,0,3,12
1760194587,New York,2,1,0,0,1
1760194600,Tokyo,0,15,0,0,15
1760194603,Tokyo,0,15,0,0,15
1760194606,Colorado,1,5,1,2,8
1760194607,Colorado,1,5,1,2,8
1760194609,New York,2,0,0,0,0
1760194610,Roswell,3,8,0,1,9
1760194612,Roswell,3,11,0,3,14
1760194613,New York,2,3,0,0,3
1760194615,Tokyo,0,8,0,0,8
1760194616,Tokyo,0,7,0,0,7
1760194617,Colorado,1,3,0,0,3
1760194619,Colorado,1,4,0,0,4
1760194621,New York,2,0,0,0,0
1760194623,Roswell,3,6,1,1,8
1760194624,Roswell,3,9,0,1,10
1760194630,New York,2,0,0,0,0
1760194631,Tokyo,0,4,0,0,4
1760194634,Colorado,1,1,0,1,2
1760194634,Tokyo,0,5,0,0,5
1760194637,New York,2,1,0,0,1
1760194638,Colorado,1,0,0,0,0
1760194640,Roswell,3,9,0,1,10
1760194645,Roswell,3,8,0,2,10
1760194648,Tokyo,0,3,0,0,3
1760194650,New York,2,0,0,0,0
1760194651,Colorado,1,2,1,0,3
1760194654,Tokyo,0,1,0,0,1
1760194655,New York,2,0,0,0,0
1760194657,Colorado,1,3,0,0,3
1760194658,Roswell,3,7,0,1,8
1760194661,Roswell,3,7,0,1,8
1760194662,Tokyo,0,1,0,0,1
1760194664,New York,2,0,1,0,1
1760194664,Colorado,1,3,0,0,3
1760194667,New York,2,0,0,0,0
1760194667,Tokyo,0,1,0,0,1
1760194670,Roswell,3,8,0,1,9
1760194670,Colorado,1,0,1,0,1
1760194673,Tokyo,0,4,0,0,4
1760194673,Roswell,3,8,0,1,9
1760194675,Colorado,1,0,0,0,0
1760194677,New York,2,2,1,0,3
1760194679,New York,2,3,2,0,5
1760194680,Tokyo,0,5,0,0,5
1760194682,Roswell,3,9,0,1,10
1760194683,Colorado,1,0,1,0,1
1760194685,Tokyo,0,3,0,0,3
1760194687,Roswell,3,9,0,1,10
1760194690,Colorado,1,0,1,0,1
1760194692,New York,2,3,1,0,4
1760194694,New York,2,2,0,0,2
1760194699,Tokyo,0,9,0,0,9
1760194704,Roswell,3,9,0,1,10
1760194706,Colorado,1,2,1,0,3
1760194708,Tokyo,0,11,0,0,11
1760194710,Roswell,3,8,0,1,9
1760194713,Colorado,1,1,2,0,3
1760194714,New York,2,0,0,0,0
1760194716,New York,2,0,1,0,1
1760194718,Tokyo,0,11,0,1,12
1760194719,Roswell,3,6,0,2,8
1760194722,Colorado,1,2,0,0,2
1760195347,Tokyo,0,12,0,1,13
1760195352,Colorado,1,3,0,0,3
1760195356,New York,2,3,0,0,3
1760195358,Tokyo,0,10,0,0,10
1760195359,Roswell,3,8,0,1,10
1760195363,Colorado,1,4,0,0,4
1760195367,New York,2,3,0,0,4
1760195370,Tokyo,0,4,0,0,4
1760195373,Roswell,3,8,0,0,8
1760195374,Colorado,1,4,0,0,4
1760195378,New York,2,2,1,0,2
1760195380,Tokyo,0,4,0,0,4
1760195386,Colorado,1,2,0,0,2
1760195389,Tokyo,0,5,0,0,5
1760195391,Roswell,3,10,0,1,10
1760195393,Colorado,1,1,0,0,1
1760195393,New York,2,0,0,0,1
1760195396,New York,2,0,1,0,1
1760195396,Colorado,1,0,0,0,0
1760195399,Tokyo,0,5,0,0,5
1760195402,Roswell,3,6,0,1,7
1760195403,Roswell,3,12,0,0,12
1760195404,New York,2,1,0,0,1
1760195407,Colorado,1,1,0,0,1
1760195409,Colorado,1,1,0,0,1
1760195410,New York,2,0,1,0,1
1760195412,Tokyo,0,5,0,0,5
1760195413,Tokyo,0,4,0,0,4
1760195415,Roswell,3,8,0,1,9
1760195417,Roswell,3,5,0,2,7
1760195418,New York,2,0,0,0,0
1760195419,Colorado,1,2,1,0,3
1760195422,Colorado,1,4,1,1,6
1760195422,New York,2,1,0,0,1
1760195425,Tokyo,0,3,0,0,3
1760195425,Tokyo,0,4,0,0,4
1760195428,Roswell,3,8,0,1,9
1760195428,Roswell,3,9,0,1,10
1760195431,New York,2,1,1,0,2
1760195432,Colorado,1,2,1,1,4
1760195434,Colorado,1,6,0,0,6
1760195909,Tokyo,0,9,0,0,9
1760195915,Colorado,1,4,2,1,6
1760195916,Roswell,3,13,0,1,14
1760195918,New York,2,3,0,0,3
1760195922,Tokyo,0,6,0,0,6
1760195927,Colorado,1,10,0,0,11
1760195928,Roswell,3,11,0,1,12
1760195931,New York,2,2,0,0,2
1760195932,Tokyo,0,4,0,0,4
1760195937,Colorado,1,11,1,0,12
1760195938,Roswell,3,11,0,1,11
1760195942,New York,2,0,0,0,0
1760195944,Tokyo,0,6,0,0,6
1760195951,Colorado,1,11,1,0,12
1760195953,Roswell,3,13,0,1,14
1760195968,Tokyo,0,5,0,0,5
1760195968,New York,2,0,0,0,0
1760195976,New York,2,0,0,0,0
1760195976,Tokyo,0,4,0,0,4
1760195985,Colorado,1,9,1,0,10
1760195985,Roswell,3,13,0,0,13
1760195996,Colorado,1,7,1,2,10
1760195996,Roswell,3,11,0,0,11
1760196010,Tokyo,0,5,0,0,5
1760196013,New York,2,1,0,0,1
1760196024,New York,2,2,0,0,2
1760196026,Tokyo,0,4,0,0,4
1760196039,Colorado,1,2,0,0,2
1760196041,Roswell,3,10,0,0,10
1760196052,Roswell,3,11,0,1,12
1760196054,Colorado,1,2,1,0,3
1760196068,Tokyo,0,8,0,0,8
1760196071,New York,2,0,0,0,0
1760196079,New York,2,1,0,0,1
1760196083,Tokyo,0,16,0,0,16
1760196095,Colorado,1,5,1,0,6
1760196099,Roswell,3,8,0,2,10
1760196108,Roswell,3,11,0,0,11
1760196112,Colorado,1,10,1,2,13
1760196125,Tokyo,0,1,0,0,1
1760196133,New York,2,0,0,0,0
1760196149,New York,2,2,1,0,3
1760196155,Tokyo,0,8,0,0,8
1760196368,Tokyo,0,4,0,0,4
1760196374,Colorado,1,2,1,0,3
1760196379,Roswell,3,10,0,0,10
1760196381,New York,2,2,0,0,2
1760196385,Tokyo,0,6,0,0,6
1760196389,Colorado,1,5,1,0,6
1760196392,Roswell,3,10,0,0,10
1760196395,New York,2,1,0,0,1
1760196397,Tokyo,0,7,0,0,7
1760196406,Colorado,1,9,1,0,10
1760196412,Tokyo,0,7,0,1,8
1760196419,Roswell,3,9,0,0,9
1760196425,Tokyo,0,5,0,0,5
1760196426,New York,2,2,0,0,2
1760196434,Colorado,1,8,1,0,9
1760196437,Colorado,1,10,1,0,11
1760196445,New York,2,1,0,0,1
1760196448,Tokyo,0,1,0,0,1
1760196454,Roswell,3,12,0,0,12
1760196459,Roswell,3,11,0,0,11
1760196465,Tokyo,0,6,0,0,6
1760196467,New York,2,0,0,0,0
1760196474,Colorado,1,3,0,0,3
1760196477,Colorado,1,2,1,1,4
1760196483,New York,2,2,0,0,2
1760196488,Tokyo,0,6,0,0,6
1760196493,Roswell,3,9,0,0,9
1760196499,Roswell,3,6,0,0,6
1760196504,Tokyo,0,9,0,0,9
1760196506,New York,2,2,2,0,4
1760196511,Colorado,1,0,1,0,1
1760196516,Colorado,1,4,1,0,5
1760196521,New York,2,2,2,0,4
1760196527,Tokyo,0,6,0,0,6
1760196530,Roswell,3,9,0,0,9
1760196537,Roswell,3,14,0,0,14
1760196540,Tokyo,0,7,0,0,7
1760196545,New York,2,0,1,0,1
1760196549,Colorado,1,5,1,1,7
1760196555,Colorado,1,8,1,0,9
1760196557,New York,2,0,0,0,0
1760196565,Tokyo,0,7,0,1,8
1760196567,Roswell,3,7,0,0,7
1760196575,Roswell,3,7,0,1,8
1760196577,Tokyo,0,3,0,0,3
1760196584,New York,2,1,0,0,1
1760196585,Colorado,1,10,1,2,13
1760196597,Colorado,1,13,1,2,16
1760196598,New York,2,1,1,0,2
1760196609,Roswell,3,10,0,0,10
1760196610,Tokyo,0,11,0,0,11
1760196623,Tokyo,0,8,0,0,8
1760196625,Roswell,3,7,0,0,7
1760196633,Colorado,1,14,1,1,16
1760196634,New York,2,0,0,0,0
1760196644,New York,2,0,1,0,1
1760196645,Colorado,1,8,1,1,10
1760196654,Roswell,3,15,0,2,17
1760196657,Tokyo,0,2,0,0,2
1760196667,Tokyo,0,4,0,0,4
1760196670,Roswell,3,8,0,1,9
1760196677,Colorado,1,8,1,0,9
1760196680,New York,2,3,1,0,4
1760196691,New York,2,1,0,0,1
1760196695,Colorado,1,11,1,0,12
1760196702,Roswell,3,10,0,0,10
1760196706,Tokyo,0,3,0,0,3
1760196716,Tokyo,0,9,0,0,9
1760196720,Roswell,3,10,0,0,10
1760196727,Colorado,1,14,1,0,15
1760196730,New York,2,0,0,0,0
1760196736,New York,2,0,1,0,1
1760196740,Colorado,1,2,1,1,4
1760196746,Roswell,3,12,0,0,12
1760196752,Tokyo,0,1,0,0,1
1760196760,Tokyo,0,5,0,0,5
1760196770,Roswell,3,8,0,0,8
1760196775,Colorado,1,6,1,0,7
1760196781,New York,2,2,0,0,2
1760196789,New York,2,1,0,0,1
1760196795,Colorado,1,6,1,0,7
1760196802,Roswell,3,12,0,0,12
1760196810,Tokyo,0,2,0,0,2
1760196815,Tokyo,0,1,0,0,1
1760196824,Roswell,3,10,0,0,10
1760196827,Colorado,1,5,0,1,6
1760196835,New York,2,1,0,0,1
1760196837,New York,2,1,2,0,3
1760196846,Colorado,1,10,1,0,11
1760196850,Roswell,3,7,0,0,7
1760196857,Tokyo,0,5,0,0,5
1760196861,Tokyo,0,3,0,0,3
1760196872,Roswell,3,8,0,0,8
1760196872,Colorado,1,8,0,0,8
1760196884,New York,2,0,0,0,0
1760196887,New York,2,0,0,0,0
